,director_name,genres,movie_title,ratings,actors,combine
4719,Richard Lester,Comedy Musical,a hard day's night,7.7,Paul McCartney Ringo Starr George Harrison,Richard Lester Comedy Musical a hard day's night Paul McCartney Ringo Starr George Harrison
4720,U. Roberto Romano,Documentary,the harvest/la cosecha,7.2,Unknown Unknown Unknown,U. Roberto Romano Documentary the harvest/la cosecha Unknown Unknown Unknown
4721,Amy Holden Jones,Drama Romance,love letters,6.1,Jamie Lee Curtis Sally Kirkland Amy Madigan,Amy Holden Jones Drama Romance love letters Jamie Lee Curtis Sally Kirkland Amy Madigan
4722,Blaz Zavrsnik,Comedy,julija in alfa romeo,6.4,Dario Nozic Serini Spela Colja Andrej Nahtigal,Blaz Zavrsnik Comedy julija in alfa romeo Dario Nozic Serini Spela Colja Andrej Nahtigal
4723,Alex Kendrick,Drama Romance,fireproof,6.5,Kirk Cameron Ken Bevel Erin Bethea,Alex Kendrick Drama Romance fireproof Kirk Cameron Ken Bevel Erin Bethea
4724,Pan Nalin,Biography Documentary Drama,faith connections,7.0,Bhole Baba Pant Shirt Baba Shriman Umeshanad Brahmachari,Pan Nalin Biography Documentary Drama faith connections Bhole Baba Pant Shirt Baba Shriman Umeshanad Brahmachari
4725,Joe Camp,Adventure Family Romance,benji,6.1,Frances Bavier Peter Breck Edgar Buchanan,Joe Camp Adventure Family Romance benji Frances Bavier Peter Breck Edgar Buchanan
4726,Chris Kentis,Adventure Biography Drama Horror Thriller,open water,5.7,Blanchard Ryan Saul Stein Daniel Travis,Chris Kentis Adventure Biography Drama Horror Thriller open water Blanchard Ryan Saul Stein Daniel Travis
4727,Matt Walsh,Comedy,high road,5.4,Joe Lo Truglio Matt Jones Abby Elliott,Matt Walsh Comedy high road Joe Lo Truglio Matt Jones Abby Elliott
4728,John 'Bud' Cardos,Horror Sci-Fi,kingdom of the spiders,5.9,Woody Strode Hoke Howell Tiffany Bolling,John 'Bud' Cardos Horror Sci-Fi kingdom of the spiders Woody Strode Hoke Howell Tiffany Bolling
4729,Marilyn Agrelo,Documentary Family Music,mad hot ballroom,7.5,Heather Berman Eva Carrozza Paul Daggett,Marilyn Agrelo Documentary Family Music mad hot ballroom Heather Berman Eva Carrozza Paul Daggett
4730,Tom McCarthy,Comedy Drama,the station agent,7.7,Peter Dinklage Joe Lo Truglio Paula Garcés,Tom McCarthy Comedy Drama the station agent Peter Dinklage Joe Lo Truglio Paula Garcés
4731,Brian Baugh,Drama,to save a life,7.1,Randy Wayne Sean Michael Afable D. David Morin,Brian Baugh Drama to save a life Randy Wayne Sean Michael Afable D. David Morin
4732,Patrick Creadon,Documentary,wordplay,7.4,Ken Burns Bill Clinton Bob Dole,Patrick Creadon Documentary wordplay Ken Burns Bill Clinton Bob Dole
4733,Barry W. Blaustein,Biography Documentary Sport,beyond the mat,7.6,Terry Funk Vince McMahon Mick Foley,Barry W. Blaustein Biography Documentary Sport beyond the mat Terry Funk Vince McMahon Mick Foley
4734,Kurt Hale,Comedy Drama Romance,the singles ward,6.4,Kirby Heyborne Lincoln Hoppe Daryn Tufts,Kurt Hale Comedy Drama Romance the singles ward Kirby Heyborne Lincoln Hoppe Daryn Tufts
4735,Siddiq Barmak,Drama,osama,7.4,Marina Golbahari Zubaida Sahar Mohamad Haref Harati,Siddiq Barmak Drama osama Marina Golbahari Zubaida Sahar Mohamad Haref Harati
4736,Joseph Dorman,Documentary,sholem aleichem: laughing in the darkness,6.8,Rachel Dratch Peter Riegert Jason Kravits,Joseph Dorman Documentary sholem aleichem: laughing in the darkness Rachel Dratch Peter Riegert Jason Kravits
4737,Greg Harrison,Drama Music,groove,6.5,Rachel True Ari Gold Denny Kirkwood,Greg Harrison Drama Music groove Rachel True Ari Gold Denny Kirkwood
4738,Kurt Hale,Comedy Crime Family,the r.m.,6.0,Kirby Heyborne Big Budah Curt Doussett,Kurt Hale Comedy Crime Family the r.m. Kirby Heyborne Big Budah Curt Doussett
4739,Michael Polish,Drama,twin falls idaho,7.3,Sasha Alexander William Katt Jon Gries,Michael Polish Drama twin falls idaho Sasha Alexander William Katt Jon Gries
4740,Jacob Aaron Estes,Crime Drama,mean creek,7.3,Rory Culkin Scott Mechlowicz Trevor Morgan,Jacob Aaron Estes Crime Drama mean creek Rory Culkin Scott Mechlowicz Trevor Morgan
4741,Morgan J. Freeman,Crime Drama Romance,hurricane streets,6.5,Edie Falco Heather Matarazzo Lynn Cohen,Morgan J. Freeman Crime Drama Romance hurricane streets Edie Falco Heather Matarazzo Lynn Cohen
4742,Eric Schaeffer,Comedy Romance,never again,6.0,Peter Dinklage Bill Duke Michael McKean,Eric Schaeffer Comedy Romance never again Peter Dinklage Bill Duke Michael McKean
4743,Neema Barnette,Crime Drama Thriller,civil brand,5.3,Monica Calhoun LisaRaye McCoy Clifton Powell,Neema Barnette Crime Drama Thriller civil brand Monica Calhoun LisaRaye McCoy Clifton Powell
4744,Steve Buscemi,Comedy Drama,lonesome jim,6.6,Kevin Corrigan Seymour Cassel Mary Kay Place,Steve Buscemi Comedy Drama lonesome jim Kevin Corrigan Seymour Cassel Mary Kay Place
4745,Joe Swanberg,Comedy Drama Romance,drinking buddies,6.1,Olivia Wilde Anna Kendrick Ti West,Joe Swanberg Comedy Drama Romance drinking buddies Olivia Wilde Anna Kendrick Ti West
4746,Molly Bernstein,Documentary,deceptive practice: the mysteries and mentors of ricky jay,7.1,David Mamet Ricky Jay Dick Cavett,Molly Bernstein Documentary deceptive practice: the mysteries and mentors of ricky jay David Mamet Ricky Jay Dick Cavett
4747,Akira Kurosawa,Action Adventure Drama,seven samurai,8.7,Takashi Shimura Minoru Chiaki Kamatari Fujiwara,Akira Kurosawa Action Adventure Drama seven samurai Takashi Shimura Minoru Chiaki Kamatari Fujiwara
4748,Marius A. Markevicius,Documentary Sport,the other dream team,8.4,Tommy Sheppard Greg Speirs Mickey Hart,Marius A. Markevicius Documentary Sport the other dream team Tommy Sheppard Greg Speirs Mickey Hart
4749,Tom DiCillo,Comedy Music Romance,johnny suede,5.8,Brad Pitt Tina Louise Nick Cave,Tom DiCillo Comedy Music Romance johnny suede Brad Pitt Tina Louise Nick Cave
4750,Justin Lin,Comedy,finishing the game: the search for a new bruce lee,6.2,Monique Gabriela Curnen Jake Sandvig Joe McQueen,Justin Lin Comedy finishing the game: the search for a new bruce lee Monique Gabriela Curnen Jake Sandvig Joe McQueen
4751,Quentin Dupieux,Comedy Fantasy Horror,rubber,5.8,Haley Ramm Jack Plotnick Cecelia Antoinette,Quentin Dupieux Comedy Fantasy Horror rubber Haley Ramm Jack Plotnick Cecelia Antoinette
4752,Tim Johnson,Adventure Animation Comedy Family Fantasy Sci-Fi,home,6.7,Jim Parsons Matt Jones April Winchell,Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi home Jim Parsons Matt Jones April Winchell
4753,C. Jay Cox,Comedy Romance,kiss the bride,5.7,Tori Spelling Amber Benson Garrett M. Brown,C. Jay Cox Comedy Romance kiss the bride Tori Spelling Amber Benson Garrett M. Brown
4754,Alex Smith,Drama Sport,the slaughter rule,6.1,Ryan Gosling Clea DuVall Eddie Spears,Alex Smith Drama Sport the slaughter rule Ryan Gosling Clea DuVall Eddie Spears
4755,Gareth Edwards,Drama Sci-Fi Thriller,monsters,6.4,Scoot McNairy Whitney Able Ricky Catter,Gareth Edwards Drama Sci-Fi Thriller monsters Scoot McNairy Whitney Able Ricky Catter
4756,Jonathan Parker,Drama,the californians,5.0,Keith Carradine Joanne Whalley Illeana Douglas,Jonathan Parker Drama the californians Keith Carradine Joanne Whalley Illeana Douglas
4757,Sol Tryon,Comedy,the living wake,6.5,Jim Gaffigan Ann Dowd Matthew Cowles,Sol Tryon Comedy the living wake Jim Gaffigan Ann Dowd Matthew Cowles
4758,Alex Craig Mann,Comedy Horror,detention of the dead,4.6,Justin Chon Christa B. Allen Max Adler,Alex Craig Mann Comedy Horror detention of the dead Justin Chon Christa B. Allen Max Adler
4759,Hao Ning,Comedy Crime,crazy stone,7.7,Bo Huang Zheng Xu Zhonghua Chen,Hao Ning Comedy Crime crazy stone Bo Huang Zheng Xu Zhonghua Chen
4760,Stephen Kijak,Biography Documentary Music,scott walker: 30 century man,7.3,Brian Eno Jacques Brel Damon Albarn,Stephen Kijak Biography Documentary Music scott walker: 30 century man Brian Eno Jacques Brel Damon Albarn
4761,Marc Forster,Drama,everything put together,6.6,Radha Mitchell Alan Ruck Megan Mullally,Marc Forster Drama everything put together Radha Mitchell Alan Ruck Megan Mullally
4762,Andrew Niccol,Drama Thriller,good kill,6.4,Bruce Greenwood Zoë Kravitz Stafford Douglas,Andrew Niccol Drama Thriller good kill Bruce Greenwood Zoë Kravitz Stafford Douglas
4763,Daston Kalili,Thriller,insomnia manica,5.8,Daston Kalili Rai Alexandra Chin-Chien Chang,Daston Kalili Thriller insomnia manica Daston Kalili Rai Alexandra Chin-Chien Chang
4764,William Gazecki,Documentary,the outrageous sophie tucker,7.2,Carol Channing Bruce Vilanch Tony Bennett,William Gazecki Documentary the outrageous sophie tucker Carol Channing Bruce Vilanch Tony Bennett
4765,Ol Parker,Drama Romance,now is good,7.2,Jeremy Irvine Olivia Williams Paddy Considine,Ol Parker Drama Romance now is good Jeremy Irvine Olivia Williams Paddy Considine
4766,Michael Hoffman Jr.,Comedy Horror,girls gone dead,3.5,Vincent Chimato John McGlothlin Al Sapienza,Michael Hoffman Jr. Comedy Horror girls gone dead Vincent Chimato John McGlothlin Al Sapienza
4767,Patrick Gilles,History,america is still the place,7.5,Emma Caulfield Dylan Baker Mike Colter,Patrick Gilles History america is still the place Emma Caulfield Dylan Baker Mike Colter
4768,Georgia Hilton,Action Mystery Thriller,subconscious,2.2,Mike Beckingham Tim Abell Tom Stedham,Georgia Hilton Action Mystery Thriller subconscious Mike Beckingham Tim Abell Tom Stedham
4769,Tamra Davis,Comedy Drama,crossroads,3.3,Britney Spears Katherine Boecher Dave Allen,Tamra Davis Comedy Drama crossroads Britney Spears Katherine Boecher Dave Allen
4770,Jack Heller,Mystery Thriller,enter nowhere,6.6,Shaun Sipos Katherine Waterston Christopher Denham,Jack Heller Mystery Thriller enter nowhere Shaun Sipos Katherine Waterston Christopher Denham
4771,Fernando Baez Mella,Crime Drama,the king of najayo,6.9,Manny Perez Christian Alvarez Claudette Lalí,Fernando Baez Mella Crime Drama the king of najayo Manny Perez Christian Alvarez Claudette Lalí
4772,Warren Sheppard,Action Romance Sport,fight to the finish,4.0,Jennifer Hale Randy Jay Burrell Vincent De Paul,Warren Sheppard Action Romance Sport fight to the finish Jennifer Hale Randy Jay Burrell Vincent De Paul
4773,Darren Lynn Bousman,Horror Musical,alleluia! the devil's carnival,7.4,Paul Sorvino Barry Bostwick Terrance Zdunich,Darren Lynn Bousman Horror Musical alleluia! the devil's carnival Paul Sorvino Barry Bostwick Terrance Zdunich
4774,Justin Paul Miller,Comedy Mystery Thriller,the sound and the shadow,8.3,Mary Kate Wiles Jennifer Landa Felix Avitia,Justin Paul Miller Comedy Mystery Thriller the sound and the shadow Mary Kate Wiles Jennifer Landa Felix Avitia
4775,Joel Paul Reisig,Family,rodeo girl,5.7,Carrie Bradstreet Joel Paul Reisig Yassie Hawkes,Joel Paul Reisig Family rodeo girl Carrie Bradstreet Joel Paul Reisig Yassie Hawkes
4776,Catherine Gund,Action Biography Documentary Sport,born to fly: elizabeth streb vs. gravity,6.8,Elizabeth Streb Sarah Callan Laura Flanders,Catherine Gund Action Biography Documentary Sport born to fly: elizabeth streb vs. gravity Elizabeth Streb Sarah Callan Laura Flanders
4777,Luke Dye,Family,the little ponderosa zoo,5.2,Mike Stanley Jeff Delaney Jamison Stalsworth,Luke Dye Family the little ponderosa zoo Mike Stanley Jeff Delaney Jamison Stalsworth
4778,Sam Raimi,Adventure Family Fantasy,oz the great and powerful,6.4,Tim Holmes Mila Kunis James Franco,Sam Raimi Adventure Family Fantasy oz the great and powerful Tim Holmes Mila Kunis James Franco
4779,Michael Herz,Action Comedy Horror Sci-Fi,the toxic avenger,6.2,Patrick Kilpatrick Mark Torgl Pat Ryan,Michael Herz Action Comedy Horror Sci-Fi the toxic avenger Patrick Kilpatrick Mark Torgl Pat Ryan
4780,Matty Rich,Crime Drama,straight out of brooklyn,5.9,Lawrence Gilliard Jr. George T. Odom Matty Rich,Matty Rich Crime Drama straight out of brooklyn Lawrence Gilliard Jr. George T. Odom Matty Rich
4781,Paul Greengrass,Drama History War,bloody sunday,7.7,James Nesbitt Nicholas Farrell Tim Pigott-Smith,Paul Greengrass Drama History War bloody sunday James Nesbitt Nicholas Farrell Tim Pigott-Smith
4782,Alec Asten,Action,diamond ruff,4.3,Luis Sanchez Dennis L.A. White Fredro Starr,Alec Asten Action diamond ruff Luis Sanchez Dennis L.A. White Fredro Starr
4783,Hans Canosa,Comedy Drama Romance,conversations with other women,7.1,Olivia Wilde Thomas Lennon Nora Zehetner,Hans Canosa Comedy Drama Romance conversations with other women Olivia Wilde Thomas Lennon Nora Zehetner
4784,Lloyd Kaufman,Comedy Horror Musical,poultrygeist: night of the chicken dead,6.2,John Karyus Lloyd Kaufman Kate Graham,Lloyd Kaufman Comedy Horror Musical poultrygeist: night of the chicken dead John Karyus Lloyd Kaufman Kate Graham
4785,Matthew Watts,Comedy Romance,mutual friends,6.8,Jennifer Lafleur Cheyenne Jackson Michael Stahl-David,Matthew Watts Comedy Romance mutual friends Jennifer Lafleur Cheyenne Jackson Michael Stahl-David
4786,Lloyd Bacon,Comedy Musical Romance,42nd street,7.7,Ginger Rogers Dick Powell George Brent,Lloyd Bacon Comedy Musical Romance 42nd street Ginger Rogers Dick Powell George Brent
4787,Joe Kenemore,Documentary,rise of the entrepreneur: the search for a better way,8.2,Bob Proctor Jack Canfield Eric Worre,Joe Kenemore Documentary rise of the entrepreneur: the search for a better way Bob Proctor Jack Canfield Eric Worre
4788,Whit Stillman,Comedy Drama Romance,metropolitan,7.5,Chris Eigeman Taylor Nichols Ellia Thompson,Whit Stillman Comedy Drama Romance metropolitan Chris Eigeman Taylor Nichols Ellia Thompson
4789,Kay Pollak,Comedy Drama Music Romance,as it is in heaven,7.6,Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda,Kay Pollak Comedy Drama Music Romance as it is in heaven Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda
4790,Eric England,Drama Horror Mystery Thriller,roadside,4.1,Jack E. Curenton Ace Marrero Alan Pietruszewski,Eric England Drama Horror Mystery Thriller roadside Jack E. Curenton Ace Marrero Alan Pietruszewski
4791,Jared Hess,Comedy,napoleon dynamite,6.9,Jon Heder Diedrich Bader Jon Gries,Jared Hess Comedy napoleon dynamite Jon Heder Diedrich Bader Jon Gries
4792,Jeremy Saulnier,Crime Drama Thriller,blue ruin,7.1,Devin Ratray Eve Plumb Amy Hargreaves,Jeremy Saulnier Crime Drama Thriller blue ruin Devin Ratray Eve Plumb Amy Hargreaves
4793,Oren Peli,Horror,paranormal activity,6.3,Micah Sloat Ashley Palmer Amber Armstrong,Oren Peli Horror paranormal activity Micah Sloat Ashley Palmer Amber Armstrong
4794,Stacy Peralta,Documentary Sport,dogtown and z-boys,7.7,Tony Alva Jay Adams Jeff Ament,Stacy Peralta Documentary Sport dogtown and z-boys Tony Alva Jay Adams Jeff Ament
4795,Terry Gilliam,Adventure Comedy Fantasy,monty python and the holy grail,8.3,Eric Idle Michael Palin Terry Jones,Terry Gilliam Adventure Comedy Fantasy monty python and the holy grail Eric Idle Michael Palin Terry Jones
4796,Richard Glatzer,Drama,quinceañera,7.1,Emily Rios Jesse Garcia Alicia Sixtos,Richard Glatzer Drama quinceañera Emily Rios Jesse Garcia Alicia Sixtos
4797,Sue Corcoran,Comedy Fantasy Horror Musical,gory gory hallelujah,4.7,Tony Doupe Sue Corcoran David Frederick White,Sue Corcoran Comedy Fantasy Horror Musical gory gory hallelujah Tony Doupe Sue Corcoran David Frederick White
4798,Unknown,Drama Fantasy Sci-Fi Thriller,heroes            ,7.7,Sendhil Ramamurthy Masi Oka Greg Grunberg,Unknown Drama Fantasy Sci-Fi Thriller heroes             Sendhil Ramamurthy Masi Oka Greg Grunberg
4799,Jonathan Caouette,Biography Documentary,tarnation,7.2,Greg Ayres Jonathan Caouette Renee Leblanc,Jonathan Caouette Biography Documentary tarnation Greg Ayres Jonathan Caouette Renee Leblanc
4800,Ray Griggs,Documentary,i want your money,5.1,Bill Farmer Chris Cox Mike Huckabee,Ray Griggs Documentary i want your money Bill Farmer Chris Cox Mike Huckabee
4801,Matt Jackson,Comedy Horror,love in the time of monsters,5.4,Kane Hodder Paul Elia Alex Sanborn,Matt Jackson Comedy Horror love in the time of monsters Kane Hodder Paul Elia Alex Sanborn
4802,Lucio Fulci,Horror,the beyond,6.9,Catriona MacColl David Warbeck Al Cliver,Lucio Fulci Horror the beyond Catriona MacColl David Warbeck Al Cliver
4803,Unknown,Animation Comedy Drama,home movies            ,8.2,Brendon Small Ron Lynch Melissa Bardin Galsky,Unknown Animation Comedy Drama home movies             Brendon Small Ron Lynch Melissa Bardin Galsky
4804,Tom Vaughan,Comedy Romance,what happens in vegas,6.1,Treat Williams Andrew Daly Michelle Krusiec,Tom Vaughan Comedy Romance what happens in vegas Treat Williams Andrew Daly Michelle Krusiec
4805,Paul Fox,Horror Thriller,the dark hours,6.1,Dov Tiefenbach Jeff Seymour Gordon Currie,Paul Fox Horror Thriller the dark hours Dov Tiefenbach Jeff Seymour Gordon Currie
4806,Stephen Frears,Comedy Drama Romance,my beautiful laundrette,6.9,Saeed Jaffrey Roshan Seth Garry Cooper,Stephen Frears Comedy Drama Romance my beautiful laundrette Saeed Jaffrey Roshan Seth Garry Cooper
4807,Ari Kirschenbaum,Drama Horror Mystery Thriller,fabled,5.8,R. Brandon Johnson Adam LeFevre Desmond Askew,Ari Kirschenbaum Drama Horror Mystery Thriller fabled R. Brandon Johnson Adam LeFevre Desmond Askew
4808,Cassandra Nicolaou,Drama Thriller,show me,6.0,Katharine Isabelle Michelle Nolden Gabriel Hogan,Cassandra Nicolaou Drama Thriller show me Katharine Isabelle Michelle Nolden Gabriel Hogan
4809,Ingmar Bergman,Drama,cries & whispers,8.2,Liv Ullmann Ingrid Thulin Erland Josephson,Ingmar Bergman Drama cries & whispers Liv Ullmann Ingrid Thulin Erland Josephson
4810,D.W. Griffith,Drama History War,intolerance: love's struggle throughout the ages,8.0,Lillian Gish Mae Marsh Walter Long,D.W. Griffith Drama History War intolerance: love's struggle throughout the ages Lillian Gish Mae Marsh Walter Long
4811,Roger Nygard,Documentary,trekkies,7.0,Walter Koenig DeForest Kelley James Doohan,Roger Nygard Documentary trekkies Walter Koenig DeForest Kelley James Doohan
4812,Harry Beaumont,Musical Romance,the broadway melody,6.3,Anita Page Bessie Love Charles King,Harry Beaumont Musical Romance the broadway melody Anita Page Bessie Love Charles King
4813,Sam Raimi,Fantasy Horror,the evil dead,7.6,Ted Raimi Betsy Baker Ellen Sandweiss,Sam Raimi Fantasy Horror the evil dead Ted Raimi Betsy Baker Ellen Sandweiss
4814,Franck Khalfoun,Horror Thriller,maniac,6.1,America Olivo Nora Arnezeder Liane Balaban,Franck Khalfoun Horror Thriller maniac America Olivo Nora Arnezeder Liane Balaban
4815,Mor Loushy,Documentary History,censored voices,7.2,Amos Oz Unknown Unknown,Mor Loushy Documentary History censored voices Amos Oz Unknown Unknown
4816,Henry Alex Rubin,Documentary Sport,murderball,7.8,Mark Zupan Joe Bishop Andy Cohn,Henry Alex Rubin Documentary Sport murderball Mark Zupan Joe Bishop Andy Cohn
